stop_frame,all_noun_classes,all_nouns
P02_129_30972.jpg,4,knife
P02_129_31046.jpg,1,spoon
P02_129_31105.jpg,1,spoon
P02_129_31151.jpg,1,spoon
P02_129_31209.jpg,1,spoon
P02_129_31250.jpg,1,spoon
P02_129_31297.jpg,0,tap
P02_129_31349.jpg,1,spoon
P02_129_316.jpg,5,pan
P02_129_3194.jpg,4,knife
P02_129_32113.jpg,9,sponge
P02_129_32421.jpg,9,sponge
P02_129_32465.jpg,0,tap
P02_129_32680.jpg,0,tap
P02_129_32799.jpg,1,spoon
P02_129_32851.jpg,9,sponge
P02_129_32952.jpg,1,spoon
P02_129_33051.jpg,14,fork
P02_129_33141.jpg,14,fork
P02_129_33208.jpg,1,spoon
P02_129_33288.jpg,1,spoon
P02_129_33367.jpg,9,sponge
P02_129_33416.jpg,0,tap
P02_129_33476.jpg,1,spoon
P02_129_33544.jpg,1,spoon
P02_129_33592.jpg,14,fork
P02_129_33650.jpg,"14,1","fork,spoon"
P02_129_33687.jpg,0,tap
P02_129_33724.jpg,1,spoon
P02_129_33756.jpg,9,sponge
P02_129_33831.jpg,9,sponge
P02_129_33955.jpg,1,spoon
P02_129_34075.jpg,1,spoon
P02_129_34156.jpg,1,spoon
P02_129_34259.jpg,1,spoon
P02_129_34338.jpg,1,spoon
P02_129_34461.jpg,1,spoon
P02_129_34707.jpg,9,sponge
P02_129_34748.jpg,0,tap
P02_129_34876.jpg,1,spoon
P02_129_34986.jpg,0,tap
P02_129_35058.jpg,1,spoon
P02_129_35286.jpg,1,spoon
P02_129_35580.jpg,5,pan
P02_129_35874.jpg,1,spoon
P02_129_361.jpg,5,pan
P02_129_36320.jpg,0,tap
P02_129_37186.jpg,0,tap
P02_129_38868.jpg,9,sponge
P02_129_39745.jpg,0,tap
P02_129_39993.jpg,0,tap
P02_129_40240.jpg,1,spoon
P02_129_40544.jpg,5,pan
P02_129_40870.jpg,1,spoon
P02_129_41016.jpg,3,cupboard
P02_129_4116.jpg,4,knife
P02_129_41227.jpg,3,cupboard
P02_129_41524.jpg,3,cupboard
P02_129_42202.jpg,3,cupboard
P02_129_42278.jpg,3,cupboard
P02_129_42545.jpg,3,cupboard
P02_129_42682.jpg,3,cupboard
P02_129_43930.jpg,3,cupboard
P02_129_44025.jpg,3,cupboard
P02_129_4569.jpg,8,drawer
P02_129_49084.jpg,1,spoon
P02_129_49231.jpg,5,pan
P02_129_4933.jpg,4,knife
P02_129_49383.jpg,1,spoon
P02_129_5008.jpg,"5,4","pan,knife"
P02_129_50933.jpg,3,cupboard
P02_129_51035.jpg,2,plate
P02_129_51172.jpg,2,plate
P02_129_51415.jpg,12,fridge
P02_129_51513.jpg,12,fridge
P02_129_51562.jpg,8,drawer
P02_129_51621.jpg,14,fork
P02_129_51904.jpg,5,pan
P02_129_52111.jpg,"5,2","pan,plate"
P02_129_5220.jpg,"5,4","pan,knife"
P02_129_52580.jpg,5,pan
P02_129_52643.jpg,"14,2","fork,plate"
P02_129_52710.jpg,3,cupboard
P02_129_52803.jpg,3,cupboard
P02_129_5318.jpg,4,knife
P02_129_5412.jpg,4,knife
P02_129_55298.jpg,12,fridge
P02_129_55326.jpg,12,fridge
P02_129_55356.jpg,12,fridge
P02_129_55557.jpg,2,plate
P02_129_565.jpg,0,tap
P02_129_5759.jpg,5,pan
P02_129_6155.jpg,12,fridge
P02_129_6375.jpg,12,fridge
P02_129_7236.jpg,11,hand
P02_129_7315.jpg,11,hand
P02_129_7452.jpg,0,tap
P02_129_7689.jpg,0,tap
P02_129_7801.jpg,11,hand
P02_129_8125.jpg,4,knife
P02_129_831.jpg,0,tap
P02_129_9391.jpg,"5,4","pan,knife"
P02_129_9536.jpg,4,knife
P02_129_9918.jpg,5,pan
P04_113_10038.jpg,"1,8","spoon,drawer"
P04_113_10092.jpg,"4,8","knife,drawer"
P04_113_10184.jpg,1,spoon
P04_113_10254.jpg,"1,8","spoon,drawer"
P04_113_10282.jpg,8,drawer
P04_113_10376.jpg,"4,8","knife,drawer"
P04_113_10489.jpg,4,knife
P04_113_10622.jpg,"14,8","fork,drawer"
P04_113_10746.jpg,"1,8","spoon,drawer"
P04_113_10849.jpg,8,drawer
P04_113_10949.jpg,8,drawer
P04_113_11084.jpg,8,drawer
P04_113_11480.jpg,8,drawer
P04_113_11651.jpg,8,drawer
P04_113_11710.jpg,8,drawer
P04_113_11738.jpg,8,drawer
P04_113_11795.jpg,"4,8","knife,drawer"
P04_113_11852.jpg,"4,8","knife,drawer"
P04_113_11932.jpg,8,drawer
P04_113_11991.jpg,"14,8","fork,drawer"
P04_113_12053.jpg,8,drawer
P04_113_12198.jpg,8,drawer
P04_113_12418.jpg,14,fork
P04_113_12492.jpg,14,fork
P04_113_12690.jpg,1,spoon
P04_113_12784.jpg,1,spoon
P04_113_12987.jpg,2,plate
P04_113_13178.jpg,2,plate
P04_113_13312.jpg,2,plate
P04_113_13475.jpg,2,plate
P04_113_13559.jpg,1,spoon
P04_113_13596.jpg,1,spoon
P04_113_13657.jpg,2,plate
P04_113_13815.jpg,"4,14","knife,fork"
P04_113_13889.jpg,"4,14","knife,fork"
P04_113_14130.jpg,14,fork
P04_113_14172.jpg,14,fork
P04_113_14226.jpg,2,plate
P04_113_14404.jpg,2,plate
P04_113_14555.jpg,2,plate
P04_113_14671.jpg,2,plate
P04_113_14706.jpg,2,plate
P04_113_14914.jpg,6,lid
P04_113_15013.jpg,5,pan
P04_113_15917.jpg,0,tap
P04_113_16132.jpg,0,tap
P04_113_17119.jpg,6,lid
P04_113_19856.jpg,"1,14","spoon,fork"
P04_113_19900.jpg,14,fork
P04_113_19962.jpg,1,spoon
P04_113_20316.jpg,1,spoon
P04_113_20369.jpg,1,spoon
P04_113_20847.jpg,1,spoon
P04_113_21013.jpg,1,spoon
P04_113_21682.jpg,0,tap
P04_113_23365.jpg,0,tap
P04_113_23416.jpg,0,tap
P04_113_23624.jpg,0,tap
P04_113_23757.jpg,11,hand
P04_113_24615.jpg,20,spatula
P04_113_24653.jpg,20,spatula
P04_113_25283.jpg,7,bowl
P04_113_2541.jpg,20,spatula
P04_113_25603.jpg,7,bowl
P04_113_25873.jpg,0,tap
P04_113_25918.jpg,7,bowl
P04_113_25919.jpg,7,bowl
P04_113_25995.jpg,7,bowl
P04_113_26388.jpg,3,cupboard
P04_113_2639.jpg,8,drawer
P04_113_26429.jpg,3,cupboard
P04_113_26563.jpg,3,cupboard
P04_113_26617.jpg,3,cupboard
P04_113_26893.jpg,12,fridge
P04_113_26998.jpg,12,fridge
P04_113_27135.jpg,12,fridge
P04_113_2717.jpg,8,drawer
P04_113_2758.jpg,8,drawer
P04_113_2801.jpg,"20,8","spatula,drawer"
P04_113_28047.jpg,11,hand
P04_113_28216.jpg,0,tap
P04_113_2855.jpg,"8,4","drawer,knife"
P04_113_2919.jpg,4,knife
P04_113_29906.jpg,9,sponge
P04_113_29990.jpg,9,sponge
P04_113_30229.jpg,9,sponge
P04_113_30306.jpg,0,tap
P04_113_30405.jpg,1,spoon
P04_113_30522.jpg,1,spoon
P04_113_30618.jpg,9,sponge
P04_113_30805.jpg,9,sponge
P04_113_3090.jpg,6,lid
P04_113_31358.jpg,0,tap
P04_113_3138.jpg,6,lid
P04_113_32507.jpg,9,sponge
P04_113_32654.jpg,0,tap
P04_113_33093.jpg,0,tap
P04_113_33211.jpg,0,tap
P04_113_33250.jpg,1,spoon
P04_113_33288.jpg,9,sponge
P04_113_33361.jpg,1,spoon
P04_113_33424.jpg,1,spoon
P04_113_33501.jpg,0,tap
P04_113_33547.jpg,1,spoon
P04_113_33860.jpg,1,spoon
P04_113_34345.jpg,1,spoon
P04_113_34456.jpg,8,drawer
P04_113_34495.jpg,"1,8","spoon,drawer"
P04_113_34518.jpg,8,drawer
P04_113_3473.jpg,6,lid
P04_113_35156.jpg,1,spoon
P04_113_35284.jpg,1,spoon
P04_113_3541.jpg,6,lid
P04_113_35435.jpg,8,drawer
P04_113_35488.jpg,"1,8","spoon,drawer"
P04_113_35567.jpg,8,drawer
P04_113_35690.jpg,3,cupboard
P04_113_35765.jpg,3,cupboard
P04_113_35835.jpg,3,cupboard
P04_113_3625.jpg,6,lid
P04_113_37404.jpg,9,sponge
P04_113_37455.jpg,9,sponge
P04_113_37529.jpg,"7,7","bowl,bowl"
P04_113_37692.jpg,7,bowl
P04_113_37822.jpg,9,sponge
P04_113_37902.jpg,0,tap
P04_113_38178.jpg,7,bowl
P04_113_3833.jpg,3,cupboard
P04_113_38464.jpg,7,bowl
P04_113_38520.jpg,0,tap
P04_113_38585.jpg,4,knife
P04_113_38621.jpg,9,sponge
P04_113_38816.jpg,4,knife
P04_113_39019.jpg,9,sponge
P04_113_39058.jpg,11,hand
P04_113_39384.jpg,4,knife
P04_113_3965.jpg,3,cupboard
P04_113_39723.jpg,4,knife
P04_113_3987.jpg,"6,3","lid,cupboard"
P04_113_39942.jpg,3,cupboard
P04_113_39984.jpg,3,cupboard
P04_113_40612.jpg,0,tap
P04_113_40702.jpg,0,tap
P04_113_41062.jpg,8,drawer
P04_113_41123.jpg,8,drawer
P04_113_41129.jpg,8,drawer
P04_113_41194.jpg,"7,25","bowl,dough"
P04_113_41315.jpg,7,bowl
P04_113_44884.jpg,9,sponge
P04_113_44934.jpg,0,tap
P04_113_45019.jpg,9,sponge
P04_113_46088.jpg,9,sponge
P04_113_46201.jpg,11,hand
P04_113_4785.jpg,25,dough
P04_113_4901.jpg,3,cupboard
P04_113_49643.jpg,25,dough
P04_113_49809.jpg,25,dough
P04_113_4993.jpg,3,cupboard
P04_113_49963.jpg,7,bowl
P04_113_50040.jpg,7,bowl
P04_113_50135.jpg,7,bowl
P04_113_50205.jpg,"25,7","dough,bowl"
P04_113_50292.jpg,7,bowl
P04_113_50417.jpg,7,bowl
P04_113_50514.jpg,7,bowl
P04_113_50572.jpg,7,bowl
P04_113_51257.jpg,8,drawer
P04_113_51364.jpg,4,knife
P04_113_51410.jpg,4,knife
P04_113_51492.jpg,4,knife
P04_113_51582.jpg,4,knife
P04_113_5505.jpg,7,bowl
P04_113_5656.jpg,7,bowl
P04_113_56838.jpg,5,pan
P04_113_57602.jpg,25,dough
P04_113_5775.jpg,"7,2,3","bowl,plate,cupboard"
P04_113_57791.jpg,4,knife
P04_113_57836.jpg,4,knife
P04_113_58045.jpg,25,dough
P04_113_58287.jpg,25,dough
P04_113_58546.jpg,4,knife
P04_113_58656.jpg,4,knife
P04_113_58668.jpg,4,knife
P04_113_5970.jpg,3,cupboard
P04_113_6053.jpg,3,cupboard
P04_113_6345.jpg,3,cupboard
P04_113_6545.jpg,3,cupboard
P04_113_6573.jpg,3,cupboard
P04_113_6651.jpg,3,cupboard
P04_113_680.jpg,0,tap
P04_113_6911.jpg,3,cupboard
P04_113_7205.jpg,3,cupboard
P04_113_7247.jpg,3,cupboard
P04_113_7344.jpg,3,cupboard
P04_113_7450.jpg,8,drawer
P04_113_7494.jpg,"1,8","spoon,drawer"
P04_113_7531.jpg,8,drawer
P04_113_8088.jpg,3,cupboard
P04_113_8140.jpg,3,cupboard
P04_113_8218.jpg,3,cupboard
P04_113_8340.jpg,10,glass
P04_113_8519.jpg,"10,3","glass,cupboard"
P04_113_867.jpg,0,tap
P04_113_8794.jpg,7,bowl
P04_113_9006.jpg,"7,3","bowl,cupboard"
P04_113_9147.jpg,"7,3","bowl,cupboard"
P04_113_9332.jpg,"7,3","bowl,cupboard"
P04_113_9342.jpg,7,bowl
P04_113_9735.jpg,8,drawer
P04_113_9805.jpg,"1,8","spoon,drawer"
P04_113_9896.jpg,"1,8","spoon,drawer"
P04_113_9956.jpg,"1,8","spoon,drawer"
P04_120_10347.jpg,20,spatula
P04_120_10616.jpg,"20,5","spatula,pan"
P04_120_10931.jpg,20,spatula
P04_120_11363.jpg,"20,5","spatula,pan"
P04_120_11812.jpg,3,cupboard
P04_120_12099.jpg,20,spatula
P04_120_12219.jpg,20,spatula
P04_120_12386.jpg,"20,5","spatula,pan"
P04_120_12572.jpg,20,spatula
P04_120_12636.jpg,5,pan
P04_120_14642.jpg,11,hand
P04_120_16280.jpg,6,lid
P04_120_16364.jpg,6,lid
P04_120_16675.jpg,0,tap
P04_120_16750.jpg,11,hand
P04_120_16785.jpg,0,tap
P04_120_16920.jpg,11,hand
P04_120_17058.jpg,20,spatula
P04_120_17272.jpg,"20,5","spatula,pan"
P04_120_17384.jpg,20,spatula
P04_120_18137.jpg,20,spatula
P04_120_18287.jpg,"20,5","spatula,pan"
P04_120_18430.jpg,20,spatula
P04_120_194.jpg,20,spatula
P04_120_19456.jpg,20,spatula
P04_120_19537.jpg,4,knife
P04_120_19757.jpg,8,drawer
P04_120_19813.jpg,"20,8","spatula,drawer"
P04_120_19964.jpg,11,hand
P04_120_20074.jpg,3,cupboard
P04_120_20126.jpg,3,cupboard
P04_120_20472.jpg,0,tap
P04_120_20565.jpg,9,sponge
P04_120_20653.jpg,9,sponge
P04_120_20790.jpg,9,sponge
P04_120_20872.jpg,0,tap
P04_120_21429.jpg,3,cupboard
P04_120_21597.jpg,0,tap
P04_120_21717.jpg,0,tap
P04_120_22296.jpg,3,cupboard
P04_120_22361.jpg,3,cupboard
P04_120_22428.jpg,3,cupboard
P04_120_22520.jpg,3,cupboard
P04_120_22599.jpg,3,cupboard
P04_120_2291.jpg,20,spatula
P04_120_23282.jpg,3,cupboard
P04_120_23398.jpg,7,bowl
P04_120_23461.jpg,"7,3","bowl,cupboard"
P04_120_23703.jpg,8,drawer
P04_120_23759.jpg,8,drawer
P04_120_23793.jpg,8,drawer
P04_120_23829.jpg,8,drawer
P04_120_23933.jpg,2,plate
P04_120_24157.jpg,2,plate
P04_120_24338.jpg,"2,3","plate,cupboard"
P04_120_24451.jpg,20,spatula
P04_120_24586.jpg,"20,5","spatula,pan"
P04_120_24734.jpg,20,spatula
P04_120_24895.jpg,2,plate
P04_120_24952.jpg,2,plate
P04_120_25038.jpg,2,plate
P04_120_25181.jpg,2,plate
P04_120_2528.jpg,20,spatula
P04_120_25492.jpg,3,cupboard
P04_120_25589.jpg,2,plate
P04_120_25742.jpg,2,plate
P04_120_25824.jpg,"2,2,3","plate,plate,cupboard"
P04_120_25908.jpg,2,plate
P04_120_25991.jpg,20,spatula
P04_120_26113.jpg,"20,5","spatula,pan"
P04_120_26215.jpg,20,spatula
P04_120_26739.jpg,3,cupboard
P04_120_27637.jpg,9,sponge
P04_120_2767.jpg,20,spatula
P04_120_27746.jpg,9,sponge
P04_120_27866.jpg,9,sponge
P04_120_28414.jpg,5,pan
P04_120_28647.jpg,5,pan
P04_120_28814.jpg,"5,3","pan,cupboard"
P04_120_29971.jpg,3,cupboard
P04_120_30005.jpg,20,spatula
P04_120_30119.jpg,"20,5","spatula,pan"
P04_120_30220.jpg,20,spatula
P04_120_30727.jpg,20,spatula
P04_120_30919.jpg,"20,5","spatula,pan"
P04_120_31145.jpg,20,spatula
P04_120_31396.jpg,8,drawer
P04_120_31451.jpg,14,fork
P04_120_31463.jpg,14,fork
P04_120_31497.jpg,"14,8","fork,drawer"
P04_120_31500.jpg,"14,8","fork,drawer"
P04_120_31572.jpg,20,spatula
P04_120_31647.jpg,4,knife
P04_120_31683.jpg,"4,8","knife,drawer"
P04_120_31797.jpg,8,drawer
P04_120_31851.jpg,14,fork
P04_120_31878.jpg,8,drawer
P04_120_31895.jpg,"14,8","fork,drawer"
P04_120_32038.jpg,1,spoon
P04_120_32067.jpg,"1,8","spoon,drawer"
P04_120_32178.jpg,8,drawer
P04_120_32236.jpg,8,drawer
P04_120_32364.jpg,8,drawer
P04_120_32402.jpg,14,fork
P04_120_32420.jpg,"14,8","fork,drawer"
P04_120_32464.jpg,1,spoon
P04_120_32506.jpg,"1,8","spoon,drawer"
P04_120_32569.jpg,8,drawer
P04_120_32617.jpg,8,drawer
P04_120_32714.jpg,1,spoon
P04_120_32842.jpg,"1,8","spoon,drawer"
P04_120_32869.jpg,4,knife
P04_120_32921.jpg,4,knife
P04_120_33031.jpg,8,drawer
P04_120_33198.jpg,8,drawer
P04_120_33278.jpg,4,knife
P04_120_33343.jpg,4,knife
P04_120_33398.jpg,14,fork
P04_120_33421.jpg,"14,8","fork,drawer"
P04_120_33486.jpg,8,drawer
P04_120_33582.jpg,8,drawer
P04_120_33629.jpg,8,drawer
P04_120_33845.jpg,0,tap
P04_120_33911.jpg,9,sponge
P04_120_34105.jpg,9,sponge
P04_120_34258.jpg,9,sponge
P04_120_34306.jpg,0,tap
P04_120_34573.jpg,1,spoon
P04_120_34808.jpg,8,drawer
P04_120_34866.jpg,8,drawer
P04_120_34869.jpg,8,drawer
P04_120_35102.jpg,7,bowl
P04_120_35307.jpg,11,hand
P04_120_35486.jpg,7,bowl
P04_120_35559.jpg,7,bowl
P04_120_35774.jpg,20,spatula
P04_120_35950.jpg,"5,20","pan,spatula"
P04_120_3603.jpg,20,spatula
P04_120_36070.jpg,20,spatula
P04_120_36260.jpg,"5,20","pan,spatula"
P04_120_363.jpg,20,spatula
P04_120_36498.jpg,20,spatula
P04_120_37.jpg,20,spatula
P04_120_37354.jpg,20,spatula
P04_120_3763.jpg,20,spatula
P04_120_37827.jpg,"5,20","pan,spatula"
P04_120_37831.jpg,"5,20","pan,spatula"
P04_120_37862.jpg,20,spatula
P04_120_37968.jpg,20,spatula
P04_120_38337.jpg,"5,20","pan,spatula"
P04_120_3866.jpg,20,spatula
P04_120_38820.jpg,20,spatula
P04_120_38870.jpg,20,spatula
P04_120_38935.jpg,20,spatula
P04_120_40687.jpg,20,spatula
P04_120_40777.jpg,"20,5","spatula,pan"
P04_120_40849.jpg,"20,5","spatula,pan"
P04_120_40876.jpg,20,spatula
P04_120_410.jpg,1,spoon
P04_120_471.jpg,1,spoon
P04_120_547.jpg,1,spoon
P04_120_6647.jpg,20,spatula
P04_120_7055.jpg,20,spatula
P04_120_794.jpg,1,spoon
P04_120_8110.jpg,20,spatula
P04_120_8231.jpg,20,spatula
P04_120_8452.jpg,20,spatula
P04_120_8804.jpg,"20,5","spatula,pan"
P04_120_9561.jpg,"20,5","spatula,pan"
P04_120_9625.jpg,20,spatula
P04_121_10404.jpg,20,spatula
P04_121_10495.jpg,20,spatula
P04_121_10581.jpg,20,spatula
P04_121_11251.jpg,20,spatula
P04_121_11481.jpg,20,spatula
P04_121_11586.jpg,20,spatula
P04_121_11677.jpg,20,spatula
P04_121_12208.jpg,"5,20","pan,spatula"
P04_121_12771.jpg,20,spatula
P04_121_1301.jpg,20,spatula
P04_121_13200.jpg,11,hand
P04_121_13323.jpg,11,hand
P04_121_1415.jpg,20,spatula
P04_121_14648.jpg,20,spatula
P04_121_14759.jpg,20,spatula
P04_121_14883.jpg,20,spatula
P04_121_15053.jpg,20,spatula
P04_121_15109.jpg,20,spatula
P04_121_1523.jpg,8,drawer
P04_121_15391.jpg,"5,20","pan,spatula"
P04_121_15595.jpg,20,spatula
P04_121_1734.jpg,4,knife
P04_121_17438.jpg,4,knife
P04_121_17535.jpg,4,knife
P04_121_17751.jpg,0,tap
P04_121_17828.jpg,9,sponge
P04_121_17893.jpg,9,sponge
P04_121_17963.jpg,9,sponge
P04_121_1797.jpg,4,knife
P04_121_18120.jpg,9,sponge
P04_121_18486.jpg,0,tap
P04_121_19254.jpg,6,lid
P04_121_2020.jpg,4,knife
P04_121_20312.jpg,1,spoon
P04_121_20378.jpg,1,spoon
P04_121_20512.jpg,1,spoon
P04_121_20723.jpg,8,drawer
P04_121_20757.jpg,8,drawer
P04_121_20804.jpg,8,drawer
P04_121_20854.jpg,1,spoon
P04_121_20884.jpg,8,drawer
P04_121_21794.jpg,10,glass
P04_121_23097.jpg,6,lid
P04_121_23364.jpg,0,tap
P04_121_23602.jpg,9,sponge
P04_121_23660.jpg,9,sponge
P04_121_23725.jpg,9,sponge
P04_121_23793.jpg,9,sponge
P04_121_23832.jpg,9,sponge
P04_121_2401.jpg,4,knife
P04_121_24023.jpg,9,sponge
P04_121_24186.jpg,9,sponge
P04_121_24368.jpg,0,tap
P04_121_24581.jpg,0,tap
P04_121_25261.jpg,20,spatula
P04_121_25457.jpg,"5,20","pan,spatula"
P04_121_25603.jpg,20,spatula
P04_121_26190.jpg,3,cupboard
P04_121_26299.jpg,3,cupboard
P04_121_26376.jpg,3,cupboard
P04_121_2663.jpg,"20,5","spatula,pan"
P04_121_26645.jpg,12,fridge
P04_121_26850.jpg,12,fridge
P04_121_2707.jpg,4,knife
P04_121_27110.jpg,7,bowl
P04_121_27304.jpg,7,bowl
P04_121_27456.jpg,"25,7","dough,bowl"
P04_121_27577.jpg,25,dough
P04_121_27706.jpg,0,tap
P04_121_27814.jpg,7,bowl
P04_121_28258.jpg,20,spatula
P04_121_28972.jpg,"5,20","pan,spatula"
P04_121_29689.jpg,20,spatula
P04_121_29844.jpg,0,tap
P04_121_29886.jpg,7,bowl
P04_121_29914.jpg,7,bowl
P04_121_30163.jpg,0,tap
P04_121_30257.jpg,7,bowl
P04_121_30260.jpg,9,sponge
P04_121_30338.jpg,9,sponge
P04_121_30450.jpg,0,tap
P04_121_30511.jpg,0,tap
P04_121_30610.jpg,7,bowl
P04_121_30732.jpg,7,bowl
P04_121_30792.jpg,0,tap
P04_121_30885.jpg,7,bowl
P04_121_30986.jpg,"7,0","bowl,tap"
P04_121_31546.jpg,"7,0","bowl,tap"
P04_121_32336.jpg,"7,0","bowl,tap"
P04_121_32602.jpg,7,bowl
P04_121_32911.jpg,0,tap
P04_121_32951.jpg,0,tap
P04_121_33001.jpg,0,tap
P04_121_33053.jpg,7,bowl
P04_121_33611.jpg,7,bowl
P04_121_34180.jpg,7,bowl
P04_121_34238.jpg,7,bowl
P04_121_34450.jpg,7,bowl
P04_121_34511.jpg,0,tap
P04_121_34572.jpg,"7,0","bowl,tap"
P04_121_34670.jpg,11,hand
P04_121_34734.jpg,11,hand
P04_121_34877.jpg,5,pan
P04_121_34938.jpg,20,spatula
P04_121_35034.jpg,"5,20","pan,spatula"
P04_121_35381.jpg,"5,20","pan,spatula"
P04_121_36404.jpg,20,spatula
P04_121_36597.jpg,5,pan
P04_121_36718.jpg,7,bowl
P04_121_36762.jpg,7,bowl
P04_121_36929.jpg,7,bowl
P04_121_36990.jpg,7,bowl
P04_121_37312.jpg,7,bowl
P04_121_37599.jpg,"7,0","bowl,tap"
P04_121_378.jpg,20,spatula
P04_121_37822.jpg,"7,0","bowl,tap"
P04_121_38056.jpg,"7,0","bowl,tap"
P04_121_38072.jpg,9,sponge
P04_121_38227.jpg,"7,9","bowl,sponge"
P04_121_38329.jpg,7,bowl
P04_121_38429.jpg,7,bowl
P04_121_38460.jpg,"25,9","dough,sponge"
P04_121_38570.jpg,9,sponge
P04_121_38607.jpg,"7,9","bowl,sponge"
P04_121_38641.jpg,"25,7","dough,bowl"
P04_121_38775.jpg,"25,7","dough,bowl"
P04_121_38941.jpg,"25,7","dough,bowl"
P04_121_39189.jpg,"7,9","bowl,sponge"
P04_121_39472.jpg,"25,7","dough,bowl"
P04_121_39562.jpg,7,bowl
P04_121_39623.jpg,"7,0","bowl,tap"
P04_121_39675.jpg,"7,9","bowl,sponge"
P04_121_39707.jpg,7,bowl
P04_121_39726.jpg,9,sponge
P04_121_39868.jpg,7,bowl
P04_121_39939.jpg,7,bowl
P04_121_40018.jpg,7,bowl
P04_121_40301.jpg,7,bowl
P04_121_41291.jpg,7,bowl
P04_121_41334.jpg,"7,0","bowl,tap"
P04_121_41361.jpg,7,bowl
P04_121_41386.jpg,7,bowl
P04_121_41491.jpg,7,bowl
P04_121_41708.jpg,"25,7","dough,bowl"
P04_121_41810.jpg,7,bowl
P04_121_41993.jpg,"25,7","dough,bowl"
P04_121_42149.jpg,7,bowl
P04_121_42227.jpg,7,bowl
P04_121_42407.jpg,7,bowl
P04_121_42486.jpg,"7,9","bowl,sponge"
P04_121_42524.jpg,9,sponge
P04_121_42584.jpg,9,sponge
P04_121_42633.jpg,"7,9","bowl,sponge"
P04_121_42706.jpg,7,bowl
P04_121_42956.jpg,"7,9","bowl,sponge"
P04_121_43217.jpg,"25,7","dough,bowl"
P04_121_43455.jpg,"7,9","bowl,sponge"
P04_121_43610.jpg,"25,7","dough,bowl"
P04_121_43674.jpg,9,sponge
P04_121_43780.jpg,"7,0","bowl,tap"
P04_121_43969.jpg,7,bowl
P04_121_44070.jpg,0,tap
P04_121_44114.jpg,0,tap
P04_121_44294.jpg,7,bowl
P04_121_44608.jpg,7,bowl
P04_121_44670.jpg,7,bowl
P04_121_44910.jpg,7,bowl
P04_121_45170.jpg,7,bowl
P04_121_45931.jpg,5,pan
P04_121_46053.jpg,20,spatula
P04_121_46174.jpg,20,spatula
P04_121_46398.jpg,20,spatula
P04_121_46443.jpg,7,bowl
P04_121_46505.jpg,7,bowl
P04_121_46573.jpg,7,bowl
P04_121_46826.jpg,20,spatula
P04_121_46991.jpg,20,spatula
P04_121_47543.jpg,7,bowl
P04_121_47660.jpg,20,spatula
P04_121_47741.jpg,20,spatula
P04_121_47836.jpg,7,bowl
P04_121_48174.jpg,7,bowl
P04_121_48639.jpg,7,bowl
P04_121_48800.jpg,20,spatula
P04_121_48899.jpg,7,bowl
P04_121_49061.jpg,20,spatula
P04_121_49133.jpg,7,bowl
P04_121_49243.jpg,20,spatula
P04_121_49342.jpg,7,bowl
P04_121_49442.jpg,20,spatula
P04_121_49627.jpg,7,bowl
P04_121_49839.jpg,20,spatula
P04_121_49897.jpg,7,bowl
P04_121_49899.jpg,20,spatula
P04_121_49958.jpg,7,bowl
P04_121_50114.jpg,20,spatula
P04_121_50162.jpg,7,bowl
P04_121_50851.jpg,7,bowl
P04_121_51014.jpg,20,spatula
P04_121_51179.jpg,7,bowl
P04_121_51432.jpg,7,bowl
P04_121_51488.jpg,20,spatula
P04_121_51591.jpg,7,bowl
P04_121_51657.jpg,20,spatula
P04_121_51718.jpg,20,spatula
P04_121_51917.jpg,7,bowl
P04_121_52187.jpg,7,bowl
P04_121_52262.jpg,20,spatula
P04_121_52384.jpg,7,bowl
P04_121_53357.jpg,7,bowl
P04_121_53546.jpg,7,bowl
P04_121_54787.jpg,0,tap
P04_121_54817.jpg,0,tap
P04_121_54868.jpg,0,tap
P04_121_55412.jpg,0,tap
P04_121_55461.jpg,0,tap
P04_121_56395.jpg,7,bowl
P04_121_56458.jpg,7,bowl
P04_121_57066.jpg,5,pan
P04_121_574.jpg,20,spatula
P04_121_57477.jpg,7,bowl
P04_121_57568.jpg,7,bowl
P04_121_57606.jpg,7,bowl
P04_121_57792.jpg,11,hand
P04_121_57916.jpg,5,pan
P04_121_58068.jpg,7,bowl
P04_121_58205.jpg,7,bowl
P04_121_58343.jpg,5,pan
P04_121_58625.jpg,7,bowl
P04_121_58851.jpg,7,bowl
P04_121_58898.jpg,7,bowl
P04_121_58967.jpg,7,bowl
P04_121_59699.jpg,7,bowl
P04_121_59788.jpg,5,pan
P04_121_59861.jpg,7,bowl
P04_121_59926.jpg,7,bowl
P04_121_60057.jpg,7,bowl
P04_121_60153.jpg,5,pan
P04_121_60232.jpg,7,bowl
P04_121_60288.jpg,7,bowl
P04_121_6208.jpg,4,knife
P04_121_62138.jpg,7,bowl
P04_121_62202.jpg,5,pan
P04_121_62263.jpg,7,bowl
P04_121_62313.jpg,7,bowl
P04_121_6416.jpg,20,spatula
P04_121_64254.jpg,7,bowl
P04_121_64311.jpg,5,pan
P04_121_64369.jpg,7,bowl
P04_121_64401.jpg,7,bowl
P04_121_64440.jpg,7,bowl
P04_121_64656.jpg,7,bowl
P04_121_65671.jpg,8,drawer
P04_121_65850.jpg,1,spoon
P04_121_65973.jpg,8,drawer
P04_121_67110.jpg,1,spoon
P04_121_67374.jpg,7,bowl
